object_id,Title,Date,Technique,Collection ID,Collection,Place,Tags,Copyright,Creator,URL
556,Вокзал,1916,Postcards,10_pict,Ігор Котлобулатов,Жмеринка,"Залізничний вокзал, колія, перон","невідомий;Контрагентство А. С. Суворіна, Москва;Ігор Котлобулатов","невідомий;Контрагентство А. С. Суворіна, Москва;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/556
558,Проект нової церкви в Рудках,1920-1930,Postcards,10_pict,Ігор Котлобулатов,Луцьк,"Церква, проект",невідомий;невідомий;Ігор Котлобулатов,невідомий;невідомий;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/558
561,Вулиця К.Маркса,1900-1910,Postcards,10_pict,Ігор Котлобулатов,Гродно,"місто, вулиця Торгова, одноповерхова забудова, костел, ліхтар, мурована огорожа, перехожі","невідомий;Георг Штільке, Берлін;Ігор Котлобулатов","невідомий;Георг Штільке, Берлін;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/561
563,Зруйнована церква в Голобутові,1914-1915,Postcards,10_pict,Ігор Котлобулатов,Голобутів,"церква, руїни, скульптура","невідомий;Kriegsbilder-Zentrale, Berlin;Ігор Котлобулатов","невідомий;Kriegsbilder-Zentrale, Berlin;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/563
566,Колишній залізничний міст,1915,Postcards,10_pict,Ігор Котлобулатов,Гродно,"Старий міст, залізниця, ріка Неман, місто","невідомий;Георг Штільке, Берлін;Ігор Котлобулатов","невідомий;Георг Штільке, Берлін;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/566
569,Споруда колишніх казарм,1918,Postcards,10_pict,Ігор Котлобулатов,Гродно,"Казарми, І світова війна, вулиця, перехожі","А. Кулевінат;Гохланд, Кенігсберг;Ігор Котлобулатов","А. Кулевінат;Гохланд, Кенігсберг;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/569
570,Давній ринок у Коломиї,1900-1914,Postcards,10_pict,Ігор Котлобулатов,Коломия,"ринок, вулиця Торгова, крамниці, повозки, конні екіпажі, велосипедист, перехожі",невідомий;невідомий;Ігор Котлобулатов,невідомий;невідомий;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/570
571,Давня Земська лікарня,1917,Postcards,10_pict,Ігор Котлобулатов,Ковель,"Земська лікарня, парк","невідомий;Д. Ісод, Ковель;Ігор Котлобулатов","невідомий;Д. Ісод, Ковель;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/571
572,Давня вулиця Помнікова,1925-1930,Postcards,10_pict,Ігор Котлобулатов,Ковель,"Вулиця Помнікова, повозка, будинки, квітник, дерева","Зoфія Хоментовска;Видавництво польського товариства залізничних книгарень ""Рух"";Ігор Котлобулатов","Зoфія Хоментовска;Видавництво польського товариства залізничних книгарень ""Рух"";Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/572
593,Банк на пл. Пушкіна,1938-1943,Postcards,11_pict,Ростислав Татомир,Ужгород,"Банк, площа","невідомий;R. S., Будапешт;Ростислав Татомир","невідомий;R. S., Будапешт;Ростислав Татомир",https://uma.lvivcenter.org/uk/photos/593
594,Житловий будинок на набережній Незалежності,1923-1928,Postcards,11_pict,Ростислав Татомир,Ужгород,"будинок, набережна, ріка",невідомий;невідомий;Ростислав Татомир,невідомий;невідомий;Ростислав Татомир,https://uma.lvivcenter.org/uk/photos/594
595,Поліційне управління Подкарпатської Русі,1938-1943,Postcards,11_pict,Ростислав Татомир,Ужгород,"Будинок, архітектура, поліція, сквер",невідомий;Magyar Film Iroda Kiadása;Ростислав Татомир,невідомий;Magyar Film Iroda Kiadása;Ростислав Татомир,https://uma.lvivcenter.org/uk/photos/595
596,Головна пошта,1940,Postcards,11_pict,Ростислав Татомир,Ужгород,"Вулиця, будинок, пошта, архітектура, звбудова, квітник","невідомий;Вайншток, Будапешт (Weinstock);Центр міської історії Центрально Східної Європи","невідомий;Вайншток, Будапешт (Weinstock);Центр міської історії Центрально Східної Європи",https://uma.lvivcenter.org/uk/photos/596
597,Покровська православна церква,1930-1939,Postcards,11_pict,Ростислав Татомир,Ужгород,"Церква, архітектура",невідомий;Каммел (Kammel);Ростислав Татомир,невідомий;Каммел (Kammel);Ростислав Татомир,https://uma.lvivcenter.org/uk/photos/597
598,Напівзруйнована будівля Рацлавіцької панорами,1944-1970,Photograph,21_pict,Володимир Румянцев,Львів,"Парк, панорама, руїна, паркан",невідомий;Неопубліковані ресурси;Володимир Румянцев,невідомий;Неопубліковані ресурси;Володимир Румянцев,https://uma.lvivcenter.org/uk/photos/598
601,Загальний вид на Підзамче та вул. Б. Хмельницького,1949,Photograph,6_pict,Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Львів,"Жовківське передмістя, вулиця Б.Хмельницького, міська забудова, промисловість, залізниця",невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,https://uma.lvivcenter.org/uk/photos/601
602,Вид на м. Львів з Високого Замку,1944,Photograph,6_pict,Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Львів,"панорама, оглядовий майданчик, міська забудова, невідома жінка",невідомий;невідомий;Центр міської історії Центрально Східної Європи,невідомий;невідомий;Центр міської історії Центрально Східної Європи,https://uma.lvivcenter.org/uk/photos/602
604,Пам'ятник графу Агенору Голуховському,1944-1950,Photograph,21_pict,Володимир Румянцев,Львів,"Пам'ятник, парк Костюшка",невідомий;Неопубліковані ресурси;Володимир Румянцев,невідомий;Неопубліковані ресурси;Володимир Румянцев,https://uma.lvivcenter.org/uk/photos/604
605,Бюст Івана Франка,1948-1950,Photograph,21_pict,Володимир Румянцев,Львів,Пам'ятник,невідомий;Неопубліковані ресурси;Володимир Румянцев,невідомий;Неопубліковані ресурси;Володимир Румянцев,https://uma.lvivcenter.org/uk/photos/605
607,Пам'ятник генералу Бем-Ермолі на австрійській військовій виставці,1916-1918,Photograph,10_pict,Ігор Котлобулатов,Львів,"Пам'ятник генералу Бем-Ермолі, військова виставка, площа, ставок, павільйони",Іштван Медьасою;Неопубліковані ресурси;Ігор Котлобулатов,Іштван Медьасою;Неопубліковані ресурси;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/607
609,Біля пам'ятника Яну ІІІ Собеському,1945-1950,Photograph,10_pict,Ігор Котлобулатов,Львів,"Сквер, алея, пам'ятник, скульптура, клумба, люди",невідомий;Неопубліковані ресурси;Ігор Котлобулатов,невідомий;Неопубліковані ресурси;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/609
620,Вид на пам'ятник Радянської Конституції,1940,Photograph,6_pict,Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Львів,"Вулиця Першого Травня, пам’ятник, трамвайна колія, перехожі",невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,https://uma.lvivcenter.org/uk/photos/620
626,Площа Митна,1937,Photograph,6_pict,Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Львів,"площа Бандурського, бернардинський костел, мур, вантажівка, авто, вершники, перехожі, трансформаторна будка",невідомий;невідомий;Центр міської історії Центрально Східної Європи,невідомий;невідомий;Центр міської історії Центрально Східної Європи,https://uma.lvivcenter.org/uk/photos/626
627,"Готель ""Коруна""",1924,Postcards,11_pict,Ростислав Татомир,Ужгород,"вулиці, готель, крамниці, люди","невідомий;K. K. L., Прага;Ростислав Татомир","невідомий;K. K. L., Прага;Ростислав Татомир",https://uma.lvivcenter.org/uk/photos/627
628,Хресто-Воздвиженський греко-католицький Кафедральний Собор,1909,Postcards,11_pict,Ростислав Татомир,Ужгород,"Церква, архітектура","невідомий;Стейнфельд, Ужгород;Ростислав Татомир","невідомий;Стейнфельд, Ужгород;Ростислав Татомир",https://uma.lvivcenter.org/uk/photos/628
643,Оперний театр,1945,Photograph,6_pict,Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Львів,"вулиця Гетьманська, оперний театр, Гетьманські вали, двірник, перехожі",Б. А. Бабанова;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Б. А. Бабанова;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,https://uma.lvivcenter.org/uk/photos/643
648,Палац урочистих подій,1949,Photograph,6_pict,Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Львів,"будинок, клуб енергокомбінату, герб СРСР",Хомзор;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Хомзор;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,https://uma.lvivcenter.org/uk/photos/648
649,Палац культури залізничників,1949,Photograph,6_pict,Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Львів,"вулиця Федьковича, ""Рокс"", палац культури залізничників, міська зелень",невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,https://uma.lvivcenter.org/uk/photos/649
652,Головна алея скверу на проспекті Свободи,1944,Photograph,6_pict,Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Львів,"сквер Гетьманські Вали, оперний театр, клумба, обеліск, мала архітектурна форма, люди, діти",невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,https://uma.lvivcenter.org/uk/photos/652
653,На Чортівській скелі під Львовом,1935-1939,Photograph,21_pict,Володимир Румянцев,Львів,"Відпочинок, скеля, люди",невідомий;Неопубліковані ресурси;Володимир Румянцев,невідомий;Неопубліковані ресурси;Володимир Румянцев,https://uma.lvivcenter.org/uk/photos/653
660,Пам’ятник танкістам-гвардійцям,1949,Photograph,6_pict,Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Львів,"Вулиця Личаківська, пам'ятник танкістам, люди",Григорій Угринович;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Григорій Угринович;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,https://uma.lvivcenter.org/uk/photos/660
662,Колона Адама Міцкевича та давній будинок Шпрехера,1947,Photograph,6_pict,Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Львів,"Пам'ятник, площа Міцкевича, давній будинок Шпрехера, декоративні елементи, вітрини",невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,https://uma.lvivcenter.org/uk/photos/662
663,Біля пам'ятника Адаму Міцкевичу,1949,Photograph,6_pict,Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Львів,"Пам'ятник, площа Міцкевича, люди, військові, вивіска на будинку, електричні ліхтарі",невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,https://uma.lvivcenter.org/uk/photos/663
667,Бюст Івана Франка,1949,Photograph,6_pict,Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Львів,"Бюст, музей Івана Франка, працівники, сад",невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,https://uma.lvivcenter.org/uk/photos/667
668,"Дитячий майданчик у збігу вулиць І.Франка, Князя Романа та К. Левицького",1945-1950,Photograph,6_pict,Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Львів,"вулиця Герцена, вулиця Червоноармійська, дитячий майданчик, пісочниця, декоративна скульптура, діти, житлові будинки",невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,невідомий;невідомий;Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,https://uma.lvivcenter.org/uk/photos/668
669,Закладення каменя під пам’ятник Возз’єднання,1949,Photograph,6_pict,Центральний державний кінофотофоноархів України імені Г.С. Пшеничного,Львів,"Площа Краківська, мітинг, сквер, пам'ятна стела",невідомий;невідомий;Центр міської історії Центрально Східної Європи,невідомий;невідомий;Центр міської історії Центрально Східної Європи,https://uma.lvivcenter.org/uk/photos/669
671,Обласна лікарня позалегеневих форм туберкульозу,1945-1953,Photograph,21_pict,Володимир Румянцев,Львів,"Будинок малятка, вул. Бой Желенського, медики, портрети",невідомий;Неопубліковані ресурси;Володимир Румянцев,невідомий;Неопубліковані ресурси;Володимир Румянцев,https://uma.lvivcenter.org/uk/photos/671
673,Колаж із видами Львова,1944-1964,Postcards,21_pict,Володимир Румянцев,Львів,"Поштівка, види Львова",невідомий;Неопубліковані ресурси;Володимир Румянцев,невідомий;Неопубліковані ресурси;Володимир Румянцев,https://uma.lvivcenter.org/uk/photos/673
674,Дошка Пошани на пл. І. Підкови,1944-1956,Photograph,21_pict,Володимир Румянцев,Львів,"Площа, мала архітектурна форма, будинки, люди",невідомий;Неопубліковані ресурси;Володимир Румянцев,невідомий;Неопубліковані ресурси;Володимир Румянцев,https://uma.lvivcenter.org/uk/photos/674
694,Кафедра отоларінгології Медичного університету ім. Д. Галицького,1915-1920,Photograph,3_pict,Львівський історичний музей,Львів,"Дитячий шпиталь Св. Софії, вул. Личаківська","невідомий;Видавництво ""Центр Європи"", Львів;Львівський історичний музей","невідомий;Видавництво ""Центр Європи"", Львів;Львівський історичний музей",https://uma.lvivcenter.org/uk/photos/694
697,Зруйнований Гауснерівський будинок,,Photograph,7_pict,"Видавництво ""Центр Європи""",Львів,"Вулиця, будинок, руїни",невідомий,невідомий,https://uma.lvivcenter.org/uk/photos/697
698,Перебудова дзвіниці костелу кларисок,1938-1939,Photograph,3_pict,Львівський історичний музей,Львів,"Вулиця, костел, дзвіниця, трамвайна колія","Людвік Вєлежиньскі;Видавництво ""Центр Європи"", Львів;Львівський історичний музей","Людвік Вєлежиньскі;Видавництво ""Центр Європи"", Львів;Львівський історичний музей",https://uma.lvivcenter.org/uk/photos/698
699,"Пл. Ринок, 10 – будинок товариства “Просвіта”",1938,Photograph,3_pict,Львівський історичний музей,Львів,"Ринок, кам'яниця, ""Просвіта""","Людвік Вєлежиньскі;Видавництво ""Центр Європи"", Львів;Львівський історичний музей","Людвік Вєлежиньскі;Видавництво ""Центр Європи"", Львів;Львівський історичний музей",https://uma.lvivcenter.org/uk/photos/699
700,Трамвай на фоні “Віденської” кавярні,1920-1930,Photograph,10_pict,Ігор Котлобулатов,Львів,"Трамвай, кавярня, костел, пам'ятник, вулиця, люди","невідомий;Видавництво ""Центр Європи"", Львів;Ігор Котлобулатов","невідомий;Видавництво ""Центр Європи"", Львів;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/700
701,Львівський вокзал з висоти пташиного польоту,1928,Photograph,10_pict,Ігор Котлобулатов,Львів,"Панорама, вокзал, залізниця","Едмунд Лібаньскі;Видавництво ""Центр Європи"", Львів;Ігор Котлобулатов","Едмунд Лібаньскі;Видавництво ""Центр Європи"", Львів;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/701
702,Загальний вид Львова. Аерофотозйомка,1928,Photograph,10_pict,Ігор Котлобулатов,Львів,Загальний вид,"Едмунд Лібаньскі;Видавництво ""Центр Європи"", Львів;Ігор Котлобулатов","Едмунд Лібаньскі;Видавництво ""Центр Європи"", Львів;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/702
703,Вірменська катедра.,1930,Photograph,58_pict,"Бібліотека Інституту Народознавства при НАНУ, Львів",Львів,"Вулиця Вірменська, церква, будинки",Людвік Вєлежиньскі;МЕХП;Людвік Вєлежиньскі,Людвік Вєлежиньскі;МЕХП;Людвік Вєлежиньскі,https://uma.lvivcenter.org/uk/photos/703
704,Готель “Жорж”,1905-1915,Photograph,10_pict,Ігор Котлобулатов,Львів,"Готель, вулиця Академіцка, фіакри, люди на вулиці","невідомий;Видавництво ""Центр Європи"", Львів;Ігор Котлобулатов","невідомий;Видавництво ""Центр Європи"", Львів;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/704
705,Палац греко-католицьких архієпископів,1912-1915,Photograph,10_pict,Ігор Котлобулатов,Львів,Палац,"Юзеф Косьчєша Яворскі;Видавництво ""Центр Європи"", Львів;Ігор Котлобулатов","Юзеф Косьчєша Яворскі;Видавництво ""Центр Європи"", Львів;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/705
706,Зал відділу рукописів,1930-1935,Photograph,10_pict,Ігор Котлобулатов,Львів,"Оссолінеум, інтер'єр, розписи, книжки",Ігор Котлобулатов,Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/706
707,Відділ мистецтв Бібліотеки ім. В. Стефаника НАН України,1916,Photograph,10_pict,Ігор Котлобулатов,Львів,Бібліотека Баворовських,Ігор Котлобулатов,Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/707
708,Павільйон угорського Червоного Хреста,1916-1918,Photograph,20_pict,Михайло Слободянюк,Львів,"Павільйон, виставка, траншеї",Іштван Медьасою;невідомий;Михайло Слободянюк,Іштван Медьасою;невідомий;Михайло Слободянюк,https://uma.lvivcenter.org/uk/photos/708
709,Літаки на Військовій виставці ІІ Армії,1915-1918,Photograph,20_pict,Михайло Слободянюк,Львів,"Літаки, намет, виставка",Іштван Медьасою;невідомий;Михайло Слободянюк,Іштван Медьасою;невідомий;Михайло Слободянюк,https://uma.lvivcenter.org/uk/photos/709
711,Вид на їдальню-ресторан,1915-1918,Photograph,20_pict,Михайло Слободянюк,Львів,"Військова виставка, павільйон, їдальня-ресторан, кінотеатр, траншеї",Іштван Медьасою;невідомий;Михайло Слободянюк,Іштван Медьасою;невідомий;Михайло Слободянюк,https://uma.lvivcenter.org/uk/photos/711
712,Санітарний барак,1915-1918,Photograph,20_pict,Михайло Слободянюк,Львів,"Військова виставка ІІ Армії, Барак, люди",Іштван Медьасою;невідомий;Михайло Слободянюк,Іштван Медьасою;невідомий;Михайло Слободянюк,https://uma.lvivcenter.org/uk/photos/712
713,Внутрішня експозиція павільйону індустрії Військової виставки ІІ Армії,1915-1918,Photograph,20_pict,Михайло Слободянюк,Львів,"Павільйон, дзвони",Іштван Медьасою;невідомий;Михайло Слободянюк,Іштван Медьасою;невідомий;Михайло Слободянюк,https://uma.lvivcenter.org/uk/photos/713
714,Загальний вигляд на алею Військової виставки ІІ армії,1916-1918,Photograph,20_pict,Михайло Слободянюк,Львів,"Виставка, пам'ятник, павільйони, вежа",Іштван Медьасою;невідомий;Михайло Слободянюк,Іштван Медьасою;невідомий;Михайло Слободянюк,https://uma.lvivcenter.org/uk/photos/714
716,Тильний бік пам'ятника генерал-полковнику Е. Бем-Ермолі,1916-1918,Photograph,10_pict,Ігор Котлобулатов,Львів,"Пам'ятник, Військова виставка, вид Львова",Іштван Медьасою;Неопубліковані ресурси;Ігор Котлобулатов,Іштван Медьасою;Неопубліковані ресурси;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/716
717,Вид пам'ятника генерала-полковника Едуарда Бем-Ермолі,1916-1918,Photograph,10_pict,Ігор Котлобулатов,Львів,"Пам'ятник, Військова виставка",Іштван Медьасою;Неопубліковані ресурси;Ігор Котлобулатов,Іштван Медьасою;Неопубліковані ресурси;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/717
718,Проспект Т. Шевченка,1930-1939,Postcards,19_pict,Тарас Піняжко,Львів,"Площа Академічна, забудова, cквер, пам'ятник Фредрові","невідомий;""Полонія"", Краків;Тарас Піняжко","невідомий;""Полонія"", Краків;Тарас Піняжко",https://uma.lvivcenter.org/uk/photos/718
719,Вид на павільйон індустрії,1916-1918,Photograph,20_pict,Михайло Слободянюк,Львів,"Військова виставка ІІ армії, люди, вояк, машина",Іштван Медьасою;невідомий;Михайло Слободянюк,Іштван Медьасою;невідомий;Михайло Слободянюк,https://uma.lvivcenter.org/uk/photos/719
720,Русинська церква,1916-1918,Photograph,20_pict,Михайло Слободянюк,Львів,Церква,Іштван Медьасою;невідомий;Михайло Слободянюк,Іштван Медьасою;невідомий;Михайло Слободянюк,https://uma.lvivcenter.org/uk/photos/720
721,Павільйон етапної команди,1916-1918,Photograph,20_pict,Михайло Слободянюк,Львів,"Військова виставка ІІ Армії, виставка, вояк",Іштван Медьасою;невідомий;Михайло Слободянюк,Іштван Медьасою;невідомий;Михайло Слободянюк,https://uma.lvivcenter.org/uk/photos/721
722,Сільськогосподарський павільйон,1916-1918,Photograph,20_pict,Михайло Слободянюк,Львів,"Павільйон, вояки",Іштван Медьасою;невідомий;Михайло Слободянюк,Іштван Медьасою;невідомий;Михайло Слободянюк,https://uma.lvivcenter.org/uk/photos/722
723,Інтер'єр павільйону Червоного Хреста,1916-1918,Photograph,20_pict,Михайло Слободянюк,Львів,"Військова виставка, медичне обладнання",Іштван Медьасою;невідомий;Михайло Слободянюк,Іштван Медьасою;невідомий;Михайло Слободянюк,https://uma.lvivcenter.org/uk/photos/723
745,Споруда давньої Промислової школи,1910,Photograph,10_pict,Ігор Котлобулатов,Львів,"Вулиця, архітектура, забудова, сквер",Ігор Котлобулатов,Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/745
746,"Школа Св. Анни, тепер Львівська правнича гімназія",1890-1900,Photograph,10_pict,Ігор Котлобулатов,Львів,"Вулиця, будівля, архітектура, школа",невідомий;невідомий;Ігор Котлобулатов,невідомий;невідомий;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/746
747,VI Державна чоловіча гімназія,1925-1930,Photograph,10_pict,Ігор Котлобулатов,Львів,"Будинок, архітектура, навчальний заклад, вулиця",Рудольф Губер;невідомий;Ігор Котлобулатов,Рудольф Губер;невідомий;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/747
748,Будинок VI чоловічої гімназії,1925-1930,Photograph,10_pict,Ігор Котлобулатов,Львів,"Вулиця, будівля, архітектура, школа",Рудольф Губер;невідомий;Ігор Котлобулатов,Рудольф Губер;невідомий;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/748
749,Проспект Свободи та ріг Гнатюка,1918,Postcards,2_pict,Центр міської історії Центрально Східної Європи,Львів,"вулиця Карла Людвіга, Галицька ощадна каса, Празький банк, готель ""Брістоль""","невідомий;Видавництво салону польських художників, Краків;Центр міської історії Центрально Східної Європи","невідомий;Видавництво салону польських художників, Краків;Центр міської історії Центрально Східної Європи",https://uma.lvivcenter.org/uk/photos/749
750,Проспект Свободи,1910,Postcards,2_pict,Центр міської історії Центрально Східної Європи,Львів,"вулиця Карла Людвіга, вулиця Гетманьска, Гетманьскі вали, міський театр, трамвай, кіоск, електричні ліхтарі","невідомий;Видавництво салону польських художників, Краків;Центр міської історії Центрально Східної Європи","невідомий;Видавництво салону польських художників, Краків;Центр міської історії Центрально Східної Європи",https://uma.lvivcenter.org/uk/photos/750
753,"Пам'ятник Йогану Андреасу Лібенбергу, меру Відня в часи турецької облоги (1680- 1683)",1935,Postcards,2_pict,Центр міської історії Центрально Східної Європи,Відень,"Пам'ятник, площа, забудова, сквер","невідомий;""Графа"",  Відень;Центр міської історії Центрально Східної Європи","невідомий;""Графа"",  Відень;Центр міської історії Центрально Східної Європи",https://uma.lvivcenter.org/uk/photos/753
754,Проспект Свободи,1916,Postcards,2_pict,Центр міської історії Центрально Східної Європи,Львів,"Вулиця Карла Людвіга, вулиця Гетманьска, Гетманьскі вали, міський театр","невідомий;Видавництво ""Штука"", Краків;Центр міської історії Центрально Східної Європи","невідомий;Видавництво ""Штука"", Краків;Центр міської історії Центрально Східної Європи",https://uma.lvivcenter.org/uk/photos/754
755,Площа Галицька,1915-1917,Postcards,2_pict,Центр міської історії Центрально Східної Європи,Львів,"Площа, сквер, кіоски, транспорт, фотоательє","невідомий;Давід Грунд, Львів;Центр міської історії Центрально Східної Європи","невідомий;Давід Грунд, Львів;Центр міської історії Центрально Східної Європи",https://uma.lvivcenter.org/uk/photos/755
756,Вулиця Січових Стрільців,1916-1917,Postcards,2_pict,Центр міської історії Центрально Східної Європи,Львів,"Вулиця 3 Мая, будинки, банки","невідомий;Видавництво ""Штука"", Краків;Центр міської історії Центрально Східної Європи","невідомий;Видавництво ""Штука"", Краків;Центр міської історії Центрально Східної Європи",https://uma.lvivcenter.org/uk/photos/756
757,Стрийський парк зі ставом,1915-1917,Postcards,2_pict,Центр міської історії Центрально Східної Європи,Львів,"Стрийський парк, став, ресторан","невідомий;Давід Грунд, Львів;Центр міської історії Центрально Східної Європи","невідомий;Давід Грунд, Львів;Центр міської історії Центрально Східної Європи",https://uma.lvivcenter.org/uk/photos/757
758,Театр опери та балету ім. Соломії Крушельницької,1911-1913,Postcards,2_pict,Центр міської історії Центрально Східної Європи,Львів,"Міський театр, театр Скарбека, Гетманьскі вали","невідомий;Давід Грунд, Львів;Центр міської історії Центрально Східної Європи","невідомий;Давід Грунд, Львів;Центр міської історії Центрально Східної Європи",https://uma.lvivcenter.org/uk/photos/758
759,Операція в шпиталі Червоного Хреста,1916,Photograph,28_pict,Юрій Завербний,Львів,"Шпиталь, операційна, лікарі, вояки",Вітольд Шрайбер;Неопубліковані ресурси;Юрій Завербний,Вітольд Шрайбер;Неопубліковані ресурси;Юрій Завербний,https://uma.lvivcenter.org/uk/photos/759
760,Руїни Турки над рікою Стрий,1914-1915,Postcards,19_pict,Тарас Піняжко,Турка,"Руїни, місто, ріка, міст","невідомий;""Утриско"", Турка біля Стрия;Тарас Піняжко","невідомий;""Утриско"", Турка біля Стрия;Тарас Піняжко",https://uma.lvivcenter.org/uk/photos/760
761,Дерев'яний міст. Зруйнований і новий,1914-1915,Postcards,19_pict,Тарас Піняжко,Турка,"Війна, місто, ріка, міст, руїна","невідомий;""Утриско"", Турка біля Стрия;Тарас Піняжко","невідомий;""Утриско"", Турка біля Стрия;Тарас Піняжко",https://uma.lvivcenter.org/uk/photos/761
762,Аварія літака перед Львівським вокзалом.,1920,Photograph,10_pict,Ігор Котлобулатов,Львів,"Аварія, літак, уламки, військові, площа, вокзал",невідомий;Неопубліковані ресурси;Ігор Котлобулатов,невідомий;Неопубліковані ресурси;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/762
763,Українські воєнні сироти у Львові,1916,Postcards,10_pict,Ігор Котлобулатов,Львів,"Діти, сиротинець, вихователі, меценати.",невідомий;невідомий;Ігор Котлобулатов,невідомий;невідомий;Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/763
764,Російські війська біля пам'ятника Міцкевича,1914-1915,Postcards,10_pict,Ігор Котлобулатов,Львів,"Площа, пам'ятник, будова, військові, транспорт",Ігор Котлобулатов,Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/764
765,Отримання львівськими дітьми американської гуманітарної допомоги,1920-1921,Photograph,28_pict,Юрій Завербний,Львів,"Подія, дитячий заклад, діти, гуманітарна допомога","Марек Мюнц;Марек Мюнц, Львів;Юрій Завербний","Марек Мюнц;Марек Мюнц, Львів;Юрій Завербний",https://uma.lvivcenter.org/uk/photos/765
766,Приїзд до Львова ерцгерцога Фридриха,1915,Postcards,10_pict,Ігор Котлобулатов,Львів,"Львівський вокзал, фельдмаршал ерцгерцог Фридрих","невідомий;""Oest Photogr. Gesellschaft"", Відень;Ігор Котлобулатов","невідомий;""Oest Photogr. Gesellschaft"", Відень;Ігор Котлобулатов",https://uma.lvivcenter.org/uk/photos/766
767,Російські солдати на площі перед Львівським вокзалом,1914-1915,Postcards,10_pict,Ігор Котлобулатов,Львів,"Львівський вокзал, площа, солдати",Ігор Котлобулатов,Ігор Котлобулатов,https://uma.lvivcenter.org/uk/photos/767
